テストID,テスト区分,工事区分,週休2日補正の選択(固定),市場単価補正区分(特別措置の試行)(固定),シーリング,選択肢の適切さ確認,規格名計上
TC-001,回帰,新営工事,補正なし,1,PS-2ポリサルファイド(2成分形)幅10×深さ10,・選択肢が商品(現行版)と変わっていないこと,-
