テストID,テスト区分,工法種別,橋長,支間長(標準45m以下),橋体幅員,架設部材質量(標準60t/本以下),主桁本数,支承工の数量,桁の架設方法,日当り架設質量(トラッククレーン架設),本締工の計上,横桁取付工,足場工の計上,防護工の計上,登り桟橋設置個所数,床版工の計上,型枠工の数量,子代価の積算方式決定(固定),鉄筋工の数量,コンクリート工の数量,期待:S2,期待:S7,期待:S15,選択肢の適切さ確認,規格名計上
TC-001,回帰,標準工法,任意,任意,任意,任意,任意,任意,トラッククレーンによる架設,125,計上する,任意,計上する,計上する,任意,計上する,任意,従来の積み上げ方式,任意,任意,計算結果が正しいか,計算結果が正しいか,計算結果が正しいか,・追加された代価表行と数量(数率)が外部設計に沿っているか,
