テストID,テスト区分,単価表数値決定方法,条件選択,施工歩掛,条件選択,施工歩掛,条件選択,施工歩掛,条件選択,施工歩掛,条件選択,施工歩掛,1日当り損料又は賃料数量,岩石作業による運転損料補正,機械機種(損料),条件選択,規格選択(損料・クローラ),損料・クローラ・未排対,供用日当り運転時間適用区分,供用損料に対する補正(固定),特殊規格の補正率有無,特殊規格の基礎価格加減額有無,運転労務職種,燃料・電力区分,選択肢の適切さ確認
TC-001,回帰,表から選択,一般土木,3,一般土木,61,一般土木,95 (C・C・BOX工 舗装版破砕),一般土木,水替工(小口径),一般土木,565 (管きょ工 管布設工),任意,1,クローラ型,山積0.28m3,-0.28 (クローラ型),(未排対)山積0.28m3,損料表上の標準のt(=t0)を適用 (3欄/5欄),1,補正率なし,加減額なし,運転労務なし,燃料なし,
