施工区分/入力条件,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15
各種(条件名),条件選択,土質係数(α),条件選択,施工日数,資材計上区分,継手の有無(材料費+施工費),既製コンクリート杭(2本目)有無,既製コンクリート杭(3本目)有無,既製コンクリート杭(4本目)有無,既製コンクリート杭(5本目)有無,杭体内補強鉄筋計上区分,クローラクレーン分岐,(クローラクレーン)排ガス機械の選択,(超低騒音型バックホウ)排ガス機械の選択,継手の有無(施工費のみ)
,①N<20,①土質係数,①杭径400≦φ<500mm,①L≦16m,①材料費+施工費,①単杭,①あり,①あり,①あり,①あり,①計上する,①50~55t吊,①排ガス未対策型,①排ガス未対策型(旧),①単杭
,②20≦N<40,,②杭径500≦φ<600mm,②16<L≦32m,②施工費のみ,②継杭1回,②なし,②なし,②なし,②なし,②計上しない,②80t吊,②排ガス対策型(第1次基準値),②排ガス対策型(第1次基準値)(旧),②継杭
,③40≦N,,③杭径600≦φ<700mm,③32<L≦48m,,③継杭2回,,,,,,,③排ガス対策型(第2次基準値),③排ガス対策型(第3次基準値),
,,,④杭径700≦φ<800mm,④48<L≦64m,,④継杭3回,,,,,,,④排ガス対策型(第3次基準値),④排ガス対策型(2014年規制),
,,,⑤杭径800≦φ<900mm,,,⑤継杭4回,,,,,,,,⑤その他,
,,,⑥杭径900≦φ<1000mm,,,,,,,,,,,,
,,,⑦杭径φ=1000mm,,,,,,,,,,,,

(注)
,1. G5条件「資材計上区分」で①「材料費+施工費」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,2. G5条件「資材計上区分」で②「施工費のみ」を選択した場合は、G6条件「継手の有無(材料費+施工費)」・G7条件「既製コンクリート杭(2本目)有無」・G8条件「既製コンクリート杭(3本目)有無」・G9条件「既製コンクリート杭(4本目)有無」・G10条件「既製コンクリート杭(5本目)有無」・G11条件「杭体内補強鉄筋計上区分」 を入力する必要はない。
,3. G6条件「継手の有無(材料費+施工費)」で①「単杭」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,4. G6条件「継手の有無(材料費+施工費)」で②「継杭1回」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,5. G6条件「継手の有無(材料費+施工費)」で③「継杭2回」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,6. G6条件「継手の有無(材料費+施工費)」で④「継杭3回」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,7. G6条件「継手の有無(材料費+施工費)」で⑤「継杭4回」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,8. G7条件「既製コンクリート杭(2本目)有無」で①「あり」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,9. G7条件「既製コンクリート杭(2本目)有無」で②「なし」を選択した場合は、G8条件「既製コンクリート杭(3本目)有無」・G9条件「既製コンクリート杭(4本目)有無」・G10条件「既製コンクリート杭(5本目)有無」・G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,10. G8条件「既製コンクリート杭(3本目)有無」で①「あり」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,11. G8条件「既製コンクリート杭(3本目)有無」で②「なし」を選択した場合は、G9条件「既製コンクリート杭(4本目)有無」・G10条件「既製コンクリート杭(5本目)有無」・G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,12. G9条件「既製コンクリート杭(4本目)有無」で①「あり」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,13. G9条件「既製コンクリート杭(4本目)有無」で②「なし」を選択した場合は、G10条件「既製コンクリート杭(5本目)有無」・G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,14. G10条件「既製コンクリート杭(5本目)有無」で①「あり」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,15. G10条件「既製コンクリート杭(5本目)有無」で②「なし」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
,16. G11条件「杭体内補強鉄筋計上区分」で②「計上しない」を選択した場合は、G15条件「継手の有無(施工費のみ)」 を入力する必要はない。
