軸ID,軸名,種別,SitsumonNo,列ラベル,変更理由,備考,強制行ID
AX-001,施工歩掛,vary,2,施工歩掛,選択肢削除,SitsumonKind=19,
AX-002,内空形状,vary,3,内空形状,選択肢テキスト変更,SitsumonKind=19,
