テストID,テスト区分,内空形状,スライドセントルの規格,内空断面の上半周長,スライドセントル損料対象長,期待:S1,期待:S2,期待:S3,期待:S4,期待:S5,選択肢の適切さ確認,規格名計上
TC-001,回帰,標準(単心円、三心円(上半単心)、五心円),本坑用,任意,任意,0.16,0.63,0.16,1,計算結果が正しいか,"内空形状(選択肢文字修正)
・「標準(単心円、三心円(上半単心)、五心円)」と表示されているが、外部設計と正しいか",・内空形状 の規格名計上が意図通りの場所に正しく計上されているか(最長選択肢で検証・文字の欠落がないか)
