軸ID,軸名,種別,SitsumonNo,列ラベル,変更理由,備考,強制行ID
AX-001,養生マット規格,vary,3,養生マット規格,新規追加質問,SitsumonKind=19,
AX-002,養生マット材料の単位選択,vary,2,養生マット材料の単位選択,選択肢追加,SitsumonKind=19,
AX-003,1m2当り養生マット使用量,vary,4,1m2当り養生マット使用量,新規追加質問,SitsumonKind=17,
