軸ID,軸名,種別,SitsumonNo,列ラベル,変更理由,備考,強制行ID
AX-001,資材計上区分,vary,5,資材計上区分,業務ルール: 資材計上区分の切替が代価表数量に影響,SitsumonKind=19,
AX-002,砕石の種類,fix,14,砕石の種類,,SitsumonKind=19,
AX-003,(超低・後方バックホウ)排ガス機械の選択,vary,38,(超低・後方バックホウ)排ガス機械の選択,選択肢テキスト変更 / 選択肢追加,SitsumonKind=19,
AX-004,代価表当り単位の選択(標準=10m3),fix,18,代価表当り単位の選択(標準=10m3),,SitsumonKind=19,
AX-005,労務費の適用,fix,10,労務費の適用,,SitsumonKind=19,
