軸ID,軸名,種別,SitsumonNo,列ラベル,変更理由,備考,強制行ID
AX-001,コンクリート規格,vary,1,コンクリート規格,選択肢テキスト変更,SitsumonKind=19,
AX-002,鉄筋の有無,fix,2,鉄筋の有無,,SitsumonKind=19,
AX-003,10m当りコンクリート使用量,fix,3,10m当りコンクリート使用量,,SitsumonKind=19,
AX-004,コンクリート打設工法,fix,20,コンクリート打設工法,,SitsumonKind=19,
AX-005,養生工の種類,fix,4,養生工の種類,,SitsumonKind=19,
AX-006,(バックホウ0.8m3・クレーン付)賃料長期割引の適用,fix,24,(バックホウ0.8m3・クレーン付)賃料長期割引の適用,,SitsumonKind=19,
AX-007,(バックホウ0.8m3)賃料長期割引の適用,fix,23,(バックホウ0.8m3)賃料長期割引の適用,,SitsumonKind=19,
