提案ID,テスト区分,根拠カテゴリ,根拠ID,差分概要,テスト軸,入力値,期待確認内容,備考
P-140,差分,質問,質問No:144,質問「週休2日補正の選択」表示名変更,週休2日補正の選択,任意,質問の表示名が「週休2日補正の選択」になっていること,表示名変更: 「週休2日補正の選択」→「週休2日補正の選択」
P-141,差分,質問,質問No:145,質問「交替制による週休2日補正の選択」表示名変更,交替制による週休2日補正の選択,任意,質問の表示名が「交替制による週休2日補正の選択」になっていること,表示名変更: 「交替制による週休2日補正の選択」→「交替制による週休2日補正の選択」
P-142,差分,質問,質問No:146,質問「現場閉所による週休2日補正の選択」表示名変更,現場閉所による週休2日補正の選択,任意,質問の表示名が「現場閉所による週休2日補正の選択」になっていること,表示名変更: 「現場閉所による週休2日補正の選択」→「現場閉所による週休2日補正の選択」
P-143,差分,質問,質問No:147,質問「交替制による週休2日補正の選択」表示名変更,交替制による週休2日補正の選択,任意,質問の表示名が「交替制による週休2日補正の選択」になっていること,表示名変更: 「交替制による週休2日補正の選択」→「交替制による週休2日補正の選択」
P-144,差分,質問,質問No:154,質問「K=0」表示名変更,K=0,任意,質問の表示名が「K=0」になっていること,表示名変更: 「空練りモルタル材料計上区分」→「K=0」
P-145,差分,質問,質問No:157,質問「t=0」表示名変更,t=0,任意,質問の表示名が「t=0」になっていること,表示名変更: 「t=0」→「t=0」
P-146,差分,質問,質問No:160,質問「特殊インターロッキングブロック材料の単位選択」表示名変更,特殊インターロッキングブロック材料の単位選択,任意,質問の表示名が「特殊インターロッキングブロック材料の単位選択」になっていること,表示名変更: 「zfg=1」→「特殊インターロッキングブロック材料の単位選択」
P-147,差分,質問,質問No:161,質問「特殊インターロッキングブロックの寸法」表示名変更,特殊インターロッキングブロックの寸法,任意,質問の表示名が「特殊インターロッキングブロックの寸法」になっていること,表示名変更: 「zfg=2」→「特殊インターロッキングブロックの寸法」
P-148,差分,質問,質問No:162,質問「代価表1枚目4行目=SbP」表示名変更,代価表1枚目4行目=SbP,任意,質問の表示名が「代価表1枚目4行目=SbP」になっていること,表示名変更: 「zfg=0」→「代価表1枚目4行目=SbP」
P-149,差分,質問,質問No:163,質問「終点」表示名変更,終点,任意,質問の表示名が「終点」になっていること,表示名変更: 「特殊インターロッキングブロック材料の単位選択」→「終点」
P-150,差分,質問,質問No:164,質問「代価表1枚目4行目=SbP」表示名変更,代価表1枚目4行目=SbP,任意,質問の表示名が「代価表1枚目4行目=SbP」になっていること,表示名変更: 「特殊インターロッキングブロックの寸法」→「代価表1枚目4行目=SbP」
P-151,差分,質問,質問No:165,質問「代価表1枚目3行目=SaP」表示名変更,代価表1枚目3行目=SaP,任意,質問の表示名が「代価表1枚目3行目=SaP」になっていること,表示名変更: 「モルタル練工」→「代価表1枚目3行目=SaP」
P-152,差分,質問,質問No:166,質問「代価表1枚目3行目=SaP」表示名変更,代価表1枚目3行目=SaP,任意,質問の表示名が「代価表1枚目3行目=SaP」になっていること,表示名変更: 「代価表1枚目4行目=SbP」→「代価表1枚目3行目=SaP」
P-153,差分,質問,質問No:167,質問「フロー切替:週休2日補正(補正済み単価あり)」表示名変更,フロー切替:週休2日補正(補正済み単価あり),任意,質問の表示名が「フロー切替:週休2日補正(補正済み単価あり)」になっていること,表示名変更: 「終点」→「フロー切替:週休2日補正(補正済み単価あり)」
P-154,差分,質問,質問No:168,質問「t2=0」表示名変更,t2=0,任意,質問の表示名が「t2=0」になっていること,表示名変更: 「代価表1枚目4行目=SbP」→「t2=0」
P-155,差分,質問,質問No:169,質問「K4W=1」表示名変更,K4W=1,任意,質問の表示名が「K4W=1」になっていること,表示名変更: 「代価表1枚目3行目=SaP」→「K4W=1」
P-156,差分,質問,質問No:170,質問「控除用材料単価採用区分」表示名変更,控除用材料単価採用区分,任意,質問の表示名が「控除用材料単価採用区分」になっていること,表示名変更: 「代価表1枚目3行目=SaP」→「控除用材料単価採用区分」
P-157,差分,質問,質問No:171,質問「フロー切替:市場単価週休2日補正(補正済み単価なし)」表示名変更,フロー切替:市場単価週休2日補正(補正済み単価なし),任意,質問の表示名が「フロー切替:市場単価週休2日補正(補正済み単価なし)」になっていること,表示名変更: 「フロー切替:週休2日補正(補正済み単価あり)」→「フロー切替:市場単価週休2日補正(補正済み単価なし)」
P-158,差分,質問,質問No:172,質問「規格選択(補正なし)」表示名変更,規格選択(補正なし),任意,質問の表示名が「規格選択(補正なし)」になっていること,表示名変更: 「t2=0」→「規格選択(補正なし)」
P-159,差分,質問,質問No:173,質問「K4W=1」表示名変更,K4W=1,任意,質問の表示名が「K4W=1」になっていること,表示名変更: 「K4W=1」→「K4W=1」
P-160,差分,質問,質問No:174,質問「工種区分」表示名変更,工種区分,任意,質問の表示名が「工種区分」になっていること,表示名変更: 「控除用材料単価採用区分」→「工種区分」
P-161,差分,質問,質問No:175,質問「控除用材料単価採用区分」表示名変更,控除用材料単価採用区分,任意,質問の表示名が「控除用材料単価採用区分」になっていること,表示名変更: 「フロー切替:市場単価週休2日補正(補正済み単価なし)」→「控除用材料単価採用区分」
P-162,差分,質問,質問No:176,質問「控除用材料単価採用区分」表示名変更,控除用材料単価採用区分,任意,質問の表示名が「控除用材料単価採用区分」になっていること,表示名変更: 「規格選択(補正なし)」→「控除用材料単価採用区分」
P-163,差分,質問,質問No:177,質問「控除するインターロッキングブロック(T=6cm)」表示名変更,控除するインターロッキングブロック(T=6cm),任意,質問の表示名が「控除するインターロッキングブロック(T=6cm)」になっていること,表示名変更: 「K4W=1」→「控除するインターロッキングブロック(T=6cm)」
P-164,差分,質問,質問No:178,質問「控除用材料単価採用区分」表示名変更,控除用材料単価採用区分,任意,質問の表示名が「控除用材料単価採用区分」になっていること,表示名変更: 「代価表1枚目」→「控除用材料単価採用区分」
P-165,差分,質問,質問No:179,質問「控除するインターロッキングブロック(T=6cm)」表示名変更,控除するインターロッキングブロック(T=6cm),任意,質問の表示名が「控除するインターロッキングブロック(T=6cm)」になっていること,表示名変更: 「代価表2枚目」→「控除するインターロッキングブロック(T=6cm)」
P-166,差分,質問,質問No:180,質問「控除するインターロッキングブロック(T=6cm)」表示名変更,控除するインターロッキングブロック(T=6cm),任意,質問の表示名が「控除するインターロッキングブロック(T=6cm)」になっていること,表示名変更: 「再生砂」→「控除するインターロッキングブロック(T=6cm)」
P-167,差分,質問,質問No:181,質問「控除するインターロッキングブロック(T=8cm)」表示名変更,控除するインターロッキングブロック(T=8cm),任意,質問の表示名が「控除するインターロッキングブロック(T=8cm)」になっていること,表示名変更: 「工種区分」→「控除するインターロッキングブロック(T=8cm)」
P-168,差分,質問,質問No:182,質問「控除するインターロッキングブロック(T=8cm)」表示名変更,控除するインターロッキングブロック(T=8cm),任意,質問の表示名が「控除するインターロッキングブロック(T=8cm)」になっていること,表示名変更: 「控除用材料単価採用区分」→「控除するインターロッキングブロック(T=8cm)」
P-169,差分,質問,質問No:183,質問「控除するインターロッキングブロック(T=8cm)」表示名変更,控除するインターロッキングブロック(T=8cm),任意,質問の表示名が「控除するインターロッキングブロック(T=8cm)」になっていること,表示名変更: 「砂(クッション用)」→「控除するインターロッキングブロック(T=8cm)」
P-170,差分,質問,質問No:184,質問「規格区分」表示名変更,規格区分,任意,質問の表示名が「規格区分」になっていること,表示名変更: 「zfg=0」→「規格区分」
P-171,差分,質問,質問No:185,質問「工種区分」表示名変更,工種区分,任意,質問の表示名が「工種区分」になっていること,表示名変更: 「控除用材料単価採用区分」→「工種区分」
P-172,差分,質問,質問No:186,質問「t2=0」表示名変更,t2=0,任意,質問の表示名が「t2=0」になっていること,表示名変更: 「控除するインターロッキングブロック(T=6cm)」→「t2=0」
P-173,差分,質問,質問No:187,質問「t=0」表示名変更,t=0,任意,質問の表示名が「t=0」になっていること,表示名変更: 「控除用材料単価採用区分」→「t=0」
P-174,差分,質問,質問No:188,質問「t3=0」表示名変更,t3=0,任意,質問の表示名が「t3=0」になっていること,表示名変更: 「控除するインターロッキングブロック(T=6cm)」→「t3=0」
P-175,差分,質問,質問No:189,質問「工種区分」表示名変更,工種区分,任意,質問の表示名が「工種区分」になっていること,表示名変更: 「控除するインターロッキングブロック(T=6cm)」→「工種区分」
P-176,差分,質問,質問No:190,質問「週休2日補正の選択(閉所・交替)」表示名変更,週休2日補正の選択(閉所・交替),任意,質問の表示名が「週休2日補正の選択(閉所・交替)」になっていること,表示名変更: 「控除するインターロッキングブロック(T=8cm)」→「週休2日補正の選択(閉所・交替)」
P-177,差分,質問,質問No:191,質問「現場閉所による週休2日補正の選択」表示名変更,現場閉所による週休2日補正の選択,任意,質問の表示名が「現場閉所による週休2日補正の選択」になっていること,表示名変更: 「控除するインターロッキングブロック(T=8cm)」→「現場閉所による週休2日補正の選択」
P-178,差分,質問,質問No:192,質問「交替制モデルによる週休2日補正の選択」表示名変更,交替制モデルによる週休2日補正の選択,任意,質問の表示名が「交替制モデルによる週休2日補正の選択」になっていること,表示名変更: 「控除するインターロッキングブロック(T=8cm)」→「交替制モデルによる週休2日補正の選択」
P-179,差分,質問,質問No:193,質問「規格選択(撤去)(補正なし)」表示名変更,規格選択(撤去)(補正なし),任意,質問の表示名が「規格選択(撤去)(補正なし)」になっていること,表示名変更: 「規格区分」→「規格選択(撤去)(補正なし)」
P-180,差分,質問,質問No:194,質問「規格選択(再設置)(補正なし)」表示名変更,規格選択(再設置)(補正なし),任意,質問の表示名が「規格選択(再設置)(補正なし)」になっていること,表示名変更: 「工種区分」→「規格選択(再設置)(補正なし)」
P-181,差分,質問,質問No:195,質問「K4W=1」表示名変更,K4W=1,任意,質問の表示名が「K4W=1」になっていること,表示名変更: 「t2=0」→「K4W=1」
P-182,差分,質問,質問No:196,質問「K4Wb=1」表示名変更,K4Wb=1,任意,質問の表示名が「K4Wb=1」になっていること,表示名変更: 「zfg=0」→「K4Wb=1」
P-183,差分,質問,質問No:197,質問「K4W=1」表示名変更,K4W=1,任意,質問の表示名が「K4W=1」になっていること,表示名変更: 「K=0」→「K4W=1」
P-184,差分,質問,質問No:198,質問「K4Wb=1」表示名変更,K4Wb=1,任意,質問の表示名が「K4Wb=1」になっていること,表示名変更: 「t=0」→「K4Wb=1」
P-185,差分,質問,質問No:199,質問「代価表1枚目1行目=S_PRC」表示名変更,代価表1枚目1行目=S_PRC,任意,質問の表示名が「代価表1枚目1行目=S_PRC」になっていること,表示名変更: 「t3=0」→「代価表1枚目1行目=S_PRC」
P-186,差分,質問,質問No:200,質問「代価表1枚目2行目=S_PRD」表示名変更,代価表1枚目2行目=S_PRD,任意,質問の表示名が「代価表1枚目2行目=S_PRD」になっていること,表示名変更: 「工種区分」→「代価表1枚目2行目=S_PRD」
P-187,差分,質問,質問No:201,質問「市場単価の補正方法」表示名変更,市場単価の補正方法,任意,質問の表示名が「市場単価の補正方法」になっていること,表示名変更: 「週休2日補正の選択(閉所・交替)」→「市場単価の補正方法」
P-188,差分,質問,質問No:202,質問「S_QUA=代価表1枚目数量1行目」表示名変更,S_QUA=代価表1枚目数量1行目,任意,質問の表示名が「S_QUA=代価表1枚目数量1行目」になっていること,表示名変更: 「現場閉所による週休2日補正の選択」→「S_QUA=代価表1枚目数量1行目」
P-189,差分,質問,質問No:203,質問「SQUAK=代価表1枚目数量1行目」表示名変更,SQUAK=代価表1枚目数量1行目,任意,質問の表示名が「SQUAK=代価表1枚目数量1行目」になっていること,表示名変更: 「交替制モデルによる週休2日補正の選択」→「SQUAK=代価表1枚目数量1行目」
P-190,差分,質問,質問No:204,質問「SPRAK=代価表1枚目単価1行目」表示名変更,SPRAK=代価表1枚目単価1行目,任意,質問の表示名が「SPRAK=代価表1枚目単価1行目」になっていること,表示名変更: 「規格選択(撤去)(補正なし)」→「SPRAK=代価表1枚目単価1行目」
P-191,差分,質問,質問No:205,質問「S_QUB=代価表1枚目数量2行目」表示名変更,S_QUB=代価表1枚目数量2行目,任意,質問の表示名が「S_QUB=代価表1枚目数量2行目」になっていること,表示名変更: 「規格選択(再設置)(補正なし)」→「S_QUB=代価表1枚目数量2行目」
P-192,差分,質問,質問No:206,質問「S_PRC=代価表1枚目単価1行目」表示名変更,S_PRC=代価表1枚目単価1行目,任意,質問の表示名が「S_PRC=代価表1枚目単価1行目」になっていること,表示名変更: 「K4W=1」→「S_PRC=代価表1枚目単価1行目」
P-193,差分,質問,質問No:207,質問「SPRBK=代価表1枚目単価2行目」表示名変更,SPRBK=代価表1枚目単価2行目,任意,質問の表示名が「SPRBK=代価表1枚目単価2行目」になっていること,表示名変更: 「K4Wb=1」→「SPRBK=代価表1枚目単価2行目」
P-194,差分,質問,質問No:208,質問「SQUBK=代価表1枚目数量2行目」表示名変更,SQUBK=代価表1枚目数量2行目,任意,質問の表示名が「SQUBK=代価表1枚目数量2行目」になっていること,表示名変更: 「K4W=1」→「SQUBK=代価表1枚目数量2行目」
P-195,差分,質問,質問No:209,質問「S_PRD=代価表1枚目単価2行目」表示名変更,S_PRD=代価表1枚目単価2行目,任意,質問の表示名が「S_PRD=代価表1枚目単価2行目」になっていること,表示名変更: 「K4Wb=1」→「S_PRD=代価表1枚目単価2行目」
P-196,差分,質問,質問No:210,質問「市場単価週休2日補正単価区分」表示名変更,市場単価週休2日補正単価区分,任意,質問の表示名が「市場単価週休2日補正単価区分」になっていること,表示名変更: 「代価表1枚目1行目=S_PRC」→「市場単価週休2日補正単価区分」
P-197,差分,質問,質問No:211,質問「フロー切替:市場単価週休2日補正(変数複数)補正単価」表示名変更,フロー切替:市場単価週休2日補正(変数複数)補正単価,任意,質問の表示名が「フロー切替:市場単価週休2日補正(変数複数)補正単価」になっていること,表示名変更: 「代価表1枚目2行目=S_PRD」→「フロー切替:市場単価週休2日補正(変数複数)補正単価」
P-198,差分,質問,質問No:212,質問「フロー切替:週休2日補正(変数複数)(補正済み単価あり)」表示名変更,フロー切替:週休2日補正(変数複数)(補正済み単価あり),任意,質問の表示名が「フロー切替:週休2日補正(変数複数)(補正済み単価あり)」になっていること,表示名変更: 「市場単価の補正方法」→「フロー切替:週休2日補正(変数複数)(補正済み単価あり)」
P-199,差分,質問,質問No:213,質問「AT=当り数量」表示名変更,AT=当り数量,任意,質問の表示名が「AT=当り数量」になっていること,表示名変更: 「S_QUA=代価表1枚目数量1行目」→「AT=当り数量」
P-200,差分,質問,質問No:214,質問「終点」表示名変更,終点,任意,質問の表示名が「終点」になっていること,表示名変更: 「SQUAK=代価表1枚目数量1行目」→「終点」
P-201,差分,質問,質問No:215,質問「K4W=1」表示名変更,K4W=1,任意,質問の表示名が「K4W=1」になっていること,表示名変更: 「SPRAK=代価表1枚目単価1行目」→「K4W=1」
P-202,差分,質問,質問No:216,質問「終点」表示名変更,終点,任意,質問の表示名が「終点」になっていること,表示名変更: 「S_QUB=代価表1枚目数量2行目」→「終点」
P-203,差分,質問,質問No:217,質問「4wh=1」表示名変更,4wh=1,任意,質問の表示名が「4wh=1」になっていること,表示名変更: 「S_PRC=代価表1枚目単価1行目」→「4wh=1」
P-204,差分,質問,質問No:218,質問「N~4wh=1」表示名変更,N~4wh=1,任意,質問の表示名が「N~4wh=1」になっていること,表示名変更: 「SPRBK=代価表1枚目単価2行目」→「N~4wh=1」
P-205,差分,質問,質問No:219,質問「c4wh=1」表示名変更,c4wh=1,任意,質問の表示名が「c4wh=1」になっていること,表示名変更: 「SQUBK=代価表1枚目数量2行目」→「c4wh=1」
P-206,差分,質問,質問No:220,質問「週休2日補正有無」表示名変更,週休2日補正有無,任意,質問の表示名が「週休2日補正有無」になっていること,表示名変更: 「S_PRD=代価表1枚目単価2行目」→「週休2日補正有無」
P-207,差分,質問,質問No:221,質問「システム分岐」表示名変更,システム分岐,任意,質問の表示名が「システム分岐」になっていること,表示名変更: 「市場単価週休2日補正単価区分」→「システム分岐」
P-208,差分,質問,質問No:222,質問「週休2日補正の選択」表示名変更,週休2日補正の選択,任意,質問の表示名が「週休2日補正の選択」になっていること,表示名変更: 「フロー切替:市場単価週休2日補正(変数複数)補正単価」→「週休2日補正の選択」
P-209,差分,質問,質問No:223,質問「週休2日補正の選択(閉所・交替)」表示名変更,週休2日補正の選択(閉所・交替),任意,質問の表示名が「週休2日補正の選択(閉所・交替)」になっていること,表示名変更: 「フロー切替:週休2日補正(変数複数)(補正済み単価あり)」→「週休2日補正の選択(閉所・交替)」
P-210,差分,質問,質問No:224,質問「発注区分による週休2日補正の適用」表示名変更,発注区分による週休2日補正の適用,任意,質問の表示名が「発注区分による週休2日補正の適用」になっていること,表示名変更: 「砂(クッション用)」→「発注区分による週休2日補正の適用」
P-211,差分,質問,質問No:225,質問「K4W=1」表示名変更,K4W=1,任意,質問の表示名が「K4W=1」になっていること,表示名変更: 「敷材料の種類(砂)決定方法」→「K4W=1」
P-212,差分,質問,質問No:226,質問「終点」表示名変更,終点,任意,質問の表示名が「終点」になっていること,表示名変更: 「AT=当り数量」→「終点」
P-213,差分,質問,質問No:227,質問「4wh=1」表示名変更,4wh=1,任意,質問の表示名が「4wh=1」になっていること,表示名変更: 「終点」→「4wh=1」
P-214,差分,質問,質問No:228,質問「N~4wh=1」表示名変更,N~4wh=1,任意,質問の表示名が「N~4wh=1」になっていること,表示名変更: 「K4W=1」→「N~4wh=1」
P-215,差分,質問,質問No:229,質問「週休2日補正の選択」表示名変更,週休2日補正の選択,任意,質問の表示名が「週休2日補正の選択」になっていること,表示名変更: 「終点」→「週休2日補正の選択」
P-216,差分,質問,質問No:230,質問「交替制による週休2日補正適用」表示名変更,交替制による週休2日補正適用,任意,質問の表示名が「交替制による週休2日補正適用」になっていること,表示名変更: 「4wh=1」→「交替制による週休2日補正適用」
P-217,差分,質問,質問No:231,質問「省庁判定」表示名変更,省庁判定,任意,質問の表示名が「省庁判定」になっていること,表示名変更: 「N~4wh=1」→「省庁判定」
P-218,差分,質問,質問No:232,質問「歩掛区分」表示名変更,歩掛区分,任意,質問の表示名が「歩掛区分」になっていること,表示名変更: 「c4wh=1」→「歩掛区分」
P-219,差分,質問,質問No:233,質問「農水省旧週休2日補正選択判定」表示名変更,農水省旧週休2日補正選択判定,任意,質問の表示名が「農水省旧週休2日補正選択判定」になっていること,表示名変更: 「週休2日補正有無」→「農水省旧週休2日補正選択判定」
P-220,差分,質問,質問No:234,質問「週休2日補正有無」表示名変更,週休2日補正有無,任意,質問の表示名が「週休2日補正有無」になっていること,表示名変更: 「システム分岐」→「週休2日補正有無」
P-221,差分,質問,質問No:235,質問「システム分岐」表示名変更,システム分岐,任意,質問の表示名が「システム分岐」になっていること,表示名変更: 「週休2日補正の選択」→「システム分岐」
P-222,差分,質問,質問No:236,質問「週休2日グループの選択」表示名変更,週休2日グループの選択,任意,質問の表示名が「週休2日グループの選択」になっていること,表示名変更: 「週休2日補正の選択(閉所・交替)」→「週休2日グループの選択」
P-223,差分,質問,質問No:237,質問「歩掛区分」表示名変更,歩掛区分,任意,質問の表示名が「歩掛区分」になっていること,表示名変更: 「発注区分による週休2日補正の適用」→「歩掛区分」
P-224,差分,質問,質問No:238,質問「週休2日補正の選択」表示名変更,週休2日補正の選択,任意,質問の表示名が「週休2日補正の選択」になっていること,表示名変更: 「K4W=1」→「週休2日補正の選択」
P-225,差分,質問,質問No:239,質問「省庁判定」表示名変更,省庁判定,任意,質問の表示名が「省庁判定」になっていること,表示名変更: 「終点」→「省庁判定」
P-226,差分,質問,質問No:240,質問「発注区分による週休2日補正の適用」表示名変更,発注区分による週休2日補正の適用,任意,質問の表示名が「発注区分による週休2日補正の適用」になっていること,表示名変更: 「4wh=1」→「発注区分による週休2日補正の適用」
P-227,差分,質問,質問No:241,質問「K4W=1」表示名変更,K4W=1,任意,質問の表示名が「K4W=1」になっていること,表示名変更: 「N~4wh=1」→「K4W=1」
P-228,差分,質問,質問No:242,質問「終点」表示名変更,終点,任意,質問の表示名が「終点」になっていること,表示名変更: 「週休2日補正の選択」→「終点」
P-229,差分,質問,質問No:243,質問「K4Wb=1」表示名変更,K4Wb=1,任意,質問の表示名が「K4Wb=1」になっていること,表示名変更: 「交替制による週休2日補正適用」→「K4Wb=1」
P-230,差分,質問,質問No:244,質問「週休2日補正の判定」表示名変更,週休2日補正の判定,任意,質問の表示名が「週休2日補正の判定」になっていること,表示名変更: 「省庁判定」→「週休2日補正の判定」
P-231,差分,質問,質問No:245,質問「省庁判定」表示名変更,省庁判定,任意,質問の表示名が「省庁判定」になっていること,表示名変更: 「歩掛区分」→「省庁判定」
P-232,差分,質問,質問No:246,質問「4wh=1」表示名変更,4wh=1,任意,質問の表示名が「4wh=1」になっていること,表示名変更: 「農水省旧週休2日補正選択判定」→「4wh=1」
P-233,差分,質問,質問No:247,質問「N~4wh=1」表示名変更,N~4wh=1,任意,質問の表示名が「N~4wh=1」になっていること,表示名変更: 「週休2日補正有無」→「N~4wh=1」
P-234,差分,質問,質問No:248,質問「週休2日補正の選択」表示名変更,週休2日補正の選択,任意,質問の表示名が「週休2日補正の選択」になっていること,表示名変更: 「システム分岐」→「週休2日補正の選択」
P-235,差分,質問,質問No:249,質問「週休2日補正の選択(閉所・交替)」表示名変更,週休2日補正の選択(閉所・交替),任意,質問の表示名が「週休2日補正の選択(閉所・交替)」になっていること,表示名変更: 「週休2日グループの選択」→「週休2日補正の選択(閉所・交替)」
P-236,差分,質問,質問No:252,質問「農水省旧週休2日補正選択判定」表示名変更,農水省旧週休2日補正選択判定,任意,質問の表示名が「農水省旧週休2日補正選択判定」になっていること,表示名変更: 「省庁判定」→「農水省旧週休2日補正選択判定」
P-237,差分,質問,質問No:253,質問「交替制による週休2日補正適用」表示名変更,交替制による週休2日補正適用,任意,質問の表示名が「交替制による週休2日補正適用」になっていること,表示名変更: 「発注区分による週休2日補正の適用」→「交替制による週休2日補正適用」
P-238,差分,質問,質問No:254,質問「動作分岐」表示名変更,動作分岐,任意,質問の表示名が「動作分岐」になっていること,表示名変更: 「K4W=1」→「動作分岐」
P-239,差分,質問,質問No:255,質問「週休2日補正の選択」表示名変更,週休2日補正の選択,任意,質問の表示名が「週休2日補正の選択」になっていること,表示名変更: 「終点」→「週休2日補正の選択」
P-240,差分,質問,質問No:256,質問「農水省旧週休2日補正選択判定」表示名変更,農水省旧週休2日補正選択判定,任意,質問の表示名が「農水省旧週休2日補正選択判定」になっていること,表示名変更: 「K4Wb=1」→「農水省旧週休2日補正選択判定」
P-241,差分,質問,質問No:257,質問「週休2日補正有無」表示名変更,週休2日補正有無,任意,質問の表示名が「週休2日補正有無」になっていること,表示名変更: 「週休2日補正の判定」→「週休2日補正有無」
P-242,差分,質問,質問No:258,質問「システム分岐」表示名変更,システム分岐,任意,質問の表示名が「システム分岐」になっていること,表示名変更: 「省庁判定」→「システム分岐」
P-243,差分,質問,質問No:259,質問「週休2日補正の選択」表示名変更,週休2日補正の選択,任意,質問の表示名が「週休2日補正の選択」になっていること,表示名変更: 「4wh=1」→「週休2日補正の選択」
P-244,差分,質問,質問No:260,質問「週休2日補正の選択」表示名変更,週休2日補正の選択,任意,質問の表示名が「週休2日補正の選択」になっていること,表示名変更: 「N~4wh=1」→「週休2日補正の選択」
P-245,差分,質問,質問No:261,質問「週休2日補正の適用区分」表示名変更,週休2日補正の適用区分,任意,質問の表示名が「週休2日補正の適用区分」になっていること,表示名変更: 「週休2日補正の選択」→「週休2日補正の適用区分」
P-246,差分,質問,質問No:262,質問「発注区分による週休2日補正の適用」表示名変更,発注区分による週休2日補正の適用,任意,質問の表示名が「発注区分による週休2日補正の適用」になっていること,表示名変更: 「週休2日補正の選択(閉所・交替)」→「発注区分による週休2日補正の適用」
P-247,差分,質問,質問No:263,質問「K4W=1」表示名変更,K4W=1,任意,質問の表示名が「K4W=1」になっていること,表示名変更: 「歩掛区分」→「K4W=1」
P-248,差分,質問,質問No:264,質問「終点」表示名変更,終点,任意,質問の表示名が「終点」になっていること,表示名変更: 「週休2日補正の選択」→「終点」
P-249,差分,質問,質問No:265,質問「K4Wb=1」表示名変更,K4Wb=1,任意,質問の表示名が「K4Wb=1」になっていること,表示名変更: 「農水省旧週休2日補正選択判定」→「K4Wb=1」
P-250,差分,質問,質問No:266,質問「4wh=1」表示名変更,4wh=1,任意,質問の表示名が「4wh=1」になっていること,表示名変更: 「交替制による週休2日補正適用」→「4wh=1」
P-251,差分,質問,質問No:267,質問「N~4wh=1」表示名変更,N~4wh=1,任意,質問の表示名が「N~4wh=1」になっていること,表示名変更: 「動作分岐」→「N~4wh=1」
P-252,差分,質問,質問No:268,質問「交替制による週休2日補正適用」表示名変更,交替制による週休2日補正適用,任意,質問の表示名が「交替制による週休2日補正適用」になっていること,表示名変更: 「週休2日補正の選択」→「交替制による週休2日補正適用」
P-253,差分,質問,質問No:269,質問「c4wh=1」表示名変更,c4wh=1,任意,質問の表示名が「c4wh=1」になっていること,表示名変更: 「農水省旧週休2日補正選択判定」→「c4wh=1」
P-254,差分,質問,質問No:12,質問「空練りモルタル材料計上区分」削除,任意,任意,「空練りモルタル材料計上区分」が表示されないこと,削除質問の非表示確認
P-255,差分,質問,質問No:13,質問「空練りモルタル(普通)」削除,任意,任意,「空練りモルタル(普通)」が表示されないこと,削除質問の非表示確認
P-256,差分,質問,質問No:23,質問「モルタル練工」削除,任意,任意,「モルタル練工」が表示されないこと,削除質問の非表示確認
P-257,差分,質問,質問No:25,質問「空練りモルタル(高炉)」削除,任意,任意,「空練りモルタル(高炉)」が表示されないこと,削除質問の非表示確認
P-258,差分,質問,質問No:76,質問「年度切替用」削除,任意,任意,「年度切替用」が表示されないこと,削除質問の非表示確認
P-259,差分,質問,質問No:77,質問「年度切替用」削除,任意,任意,「年度切替用」が表示されないこと,削除質問の非表示確認
P-260,差分,質問,質問No:78,質問「省庁区分」削除,任意,任意,「省庁区分」が表示されないこと,削除質問の非表示確認
P-261,差分,質問,質問No:79,質問「敷材料の種類」削除,任意,任意,「敷材料の種類」が表示されないこと,削除質問の非表示確認
P-262,差分,質問,質問No:270,質問「週休2日補正有無」削除,任意,任意,「週休2日補正有無」が表示されないこと,削除質問の非表示確認
P-263,差分,質問,質問No:271,質問「システム分岐」削除,任意,任意,「システム分岐」が表示されないこと,削除質問の非表示確認
P-264,差分,質問,質問No:272,質問「週休2日補正の選択」削除,任意,任意,「週休2日補正の選択」が表示されないこと,削除質問の非表示確認
P-265,差分,質問,質問No:273,質問「週休2日補正の選択」削除,任意,任意,「週休2日補正の選択」が表示されないこと,削除質問の非表示確認
P-266,差分,質問,質問No:274,質問「週休2日補正の適用区分」削除,任意,任意,「週休2日補正の適用区分」が表示されないこと,削除質問の非表示確認
P-267,差分,質問,質問No:275,質問「発注区分による週休2日補正の適用」削除,任意,任意,「発注区分による週休2日補正の適用」が表示されないこと,削除質問の非表示確認
P-268,差分,質問,質問No:276,質問「K4W=1」削除,任意,任意,「K4W=1」が表示されないこと,削除質問の非表示確認
P-269,差分,質問,質問No:277,質問「終点」削除,任意,任意,「終点」が表示されないこと,削除質問の非表示確認
P-270,差分,質問,質問No:278,質問「K4Wb=1」削除,任意,任意,「K4Wb=1」が表示されないこと,削除質問の非表示確認
P-271,差分,質問,質問No:279,質問「4wh=1」削除,任意,任意,「4wh=1」が表示されないこと,削除質問の非表示確認
P-272,差分,質問,質問No:280,質問「N~4wh=1」削除,任意,任意,「N~4wh=1」が表示されないこと,削除質問の非表示確認
P-273,差分,質問,質問No:281,質問「交替制による週休2日補正適用」削除,任意,任意,「交替制による週休2日補正適用」が表示されないこと,削除質問の非表示確認
P-274,差分,質問,質問No:282,質問「c4wh=1」削除,任意,任意,「c4wh=1」が表示されないこと,削除質問の非表示確認
P-275,差分,選択肢,質問No:154,選択肢「」追加（質問:「K=0」）,K=0,,「」が選択肢に表示され、選択したとき正しく動作すること,新規選択肢の確認
