テストID,テスト区分,作業内容による補正,作業種別,管規格,1条・100m当りFEP管の数量,条数による補正(条),資材計上区分(固定),付属品率計上(%),期待:s1,選択肢の適切さ確認,規格名計上
TC-001,回帰,新設,道路沿い(地中),30mm,任意,任意,施工費+材料費,任意,計算結果が正しいか,"・1条・100m当りFEP管の数量 は 範囲 0 < 値 の値のみ有効。範囲外を入力すると警告が出ること
・条数による補正(条) は 範囲 0 < 値 の値のみ有効（単位: 条）。範囲外を入力すると警告が出ること",-
