テストID,テスト区分,作業内容による補正,作業種別,管規格,1条・100m当りFEP管の数量,条数による補正(条),資材計上区分(固定),付属品率計上(%),期待:s1,選択肢の適切さ確認,規格名計上
TC-001,回帰,新設,道路沿い(地中),30mm,任意,(値なし),施工費+材料費,任意,計算結果が正しいか,・選択肢が商品(現行版)と変わっていないこと,-
