テストID,テスト区分,単価表数値決定方法,1日当り損料又は賃料数量,機械機種(損料),供用日当り運転時間適用区分,供用損料に対する補正,特殊規格の補正率有無,特殊規格の基礎価格加減額有無,規格選択(損料),損料,選択肢の適切さ確認
TC-001,差分,表から選択,任意,湿式吹付・吹付ロボット一体・エアコンプレッサ搭載,損料表上の標準のt(=t0)を適用 (3欄/5欄),単価管理で設定した 損料を適用,補正率なし,加減額なし,吐出6~22m3・7m級 第2次基準値,(トンネル工事用・排対2次)湿式・R一体型・コンプレッサ搭載・吐出6~22m3・7m級,"規格選択(損料)(選択肢追加)
・「吐出6~22m3・7m級 第2次基準値」と表示されているが、外部設計と正しいか
・規格選択(損料) に規格名計上選択がありますが、意図通りの場所に正しく計上されているか
損料(選択肢追加)
・「(トンネル工事用・排対2次)湿式・R一体型・コンプレッサ搭載・吐出6~22m3・7m級」と表示されているが、外部設計と正しいか
・損料 に規格名計上選択がありますが、意図通りの場所に正しく計上されているか"
