テストID,テスト区分,解析等調査業務費,補正係数の入力方法,測線延長(発破法4km、スタッキング法1.5kmまで),作業工程区分,安全費率計上区分(固定),選択肢の適切さ確認,規格名計上
TC-001,回帰,2,Row4,任意,全行程以外,計上しない,・選択肢が商品(現行版)と変わっていないこと,-
