軸ID,軸名,種別,SitsumonNo,列ラベル,変更理由,備考,強制行ID
AX-001,当り単位の選択,vary,54,当り単位の選択,選択肢削除,SitsumonKind=19,
AX-002,代価表当り数量の選択,auto,18,代価表当り数量の選択(固定),自動確定 (デフォルト実行+レベル変数: 単価選択の機能質問),SitsumonKind=19,
AX-003,管切断1口当り歩掛,vary,13,管切断1口当り歩掛,選択肢テキスト変更,SitsumonKind=19,
AX-004,現場状況による割増(割増なし=1),fix,9,現場状況による割増(割増なし=1),,SitsumonKind=17,
AX-005,資材計上区分,vary,6,資材計上区分,業務ルール: 資材計上区分の切替が代価表数量に影響,SitsumonKind=19,
AX-006,1箇所(1口)当り継手材数量,fix,21,1箇所(1口)当り継手材数量,,SitsumonKind=17,
AX-007,ねじ込み接合2口当り歩掛,vary,14,ねじ込み接合2口当り歩掛,選択肢テキスト変更,SitsumonKind=19,
AX-008,ねじ切り1口当り歩掛,vary,15,ねじ切り1口当り歩掛,選択肢テキスト変更,SitsumonKind=19,
AX-009,1箇所(2口)当り継手工歩掛,vary,25,1箇所(2口)当り継手工歩掛,選択肢テキスト変更,SitsumonKind=19,
