テストID,テスト区分,代価表の選択(固定),地方整備局等区分,往復片道区分選択(固定),片道運搬距離,製品長区分,運搬割増率,冬期割増を行う対象(固定),その他の諸料金の有無,積込・取卸費用計上区分(固定),選択肢の適切さ確認,規格名計上
TC-001,回帰,仮設材運搬1t当り代価表,近畿・中国・四国・九州,片道,任意,12m以内,冬期割増,全運搬距離を冬期割増の対象にする,無,計上しない,・選択肢が商品(現行版)と変わっていないこと,-
