テストID,テスト区分,標準作業時間,ブロック種類能力係数(本体ブロック),施工区分能力係数,ブロック質量の適用方法,ブロック質量の選択(0～100t),ウインチ移動,作業機械の変更,労務編成,潜水士船の作業区分,港湾安全対策工事区分,選択肢の適切さ確認,規格名計上
TC-001,回帰,任意,L型ブロック,陸上施工,ブロック質量区分(○○t超え○○t以下)を選択,4.5t以下,ウインチ移動なし,変更しない,玉掛・玉外片方水中,水深15m未満,標準工事,・運転費「潜水士船」の計上が意図通りか(送り変数の変更 値変更:KG2:270.0→320.0),-
