軸ID,軸名,種別,SitsumonNo,列ラベル,変更理由,備考,強制行ID
AX-001,日当り作業量補正(被災地),vary,62,日当り作業量補正(被災地),選択肢追加,SitsumonKind=19,
AX-002,日当り作業量補正(道路維持等作業効率低下),fix,19,日当り作業量補正(道路維持等作業効率低下),,SitsumonKind=19,
AX-003,平均幅員,fix,5,平均幅員,絞り込みで強制(vary到達経路),SitsumonKind=19,6
AX-004,1層当り平均仕上り厚(標準40mm),fix,36,1層当り平均仕上り厚(標準40mm),,SitsumonKind=17,
AX-005,締固め後密度選択,fix,27,締固め後密度選択,,SitsumonKind=19,
AX-006,材料,fix,4,材料,,SitsumonKind=19,
AX-007,瀝青材料種類,fix,2,瀝青材料種類,,SitsumonKind=19,
AX-008,アスファルト乳剤の単位選択,fix,14,アスファルト乳剤の単位選択,,SitsumonKind=19,
AX-009,(アスファルトフィニッシャ)排ガス機械(工種指定)の選択,vary,8,(アスファルトフィニッシャ)排ガス機械(工種指定)の選択,選択肢テキスト変更,SitsumonKind=19,
