テストID,テスト区分,日当り作業量補正(被災地),日当り作業量補正(道路維持等作業効率低下),平均幅員,1層当り平均仕上り厚(標準40mm),締固め後密度選択,材料,瀝青材料種類,(アスファルトフィニッシャ)排ガス機械(工種指定)の選択,アスファルト乳剤の単位選択,選択肢の適切さ確認,規格名計上
TC-001,差分,1,1,1.4m以上,任意,締固め後密度は国交省赤本参照,密粒度アスコン(20),タックコート PK-4,排ガス対策型(第3次基準値)(※標準) クローラ型1.4~3.0m級,「L」単位の材料単価,"・【外部条件 O~pre=17】の分岐挙動が外部設計どおりか（今回追加/変更された経路）
日当り作業量補正(被災地)(選択肢追加)
・「1」と表示されているが、外部設計と正しいか
(アスファルトフィニッシャ)排ガス機械(工種指定)の選択(選択肢文字修正)
・「排ガス対策型(第3次基準値)(※標準) クローラ型1.4~3.0m級」と表示されているが、外部設計と正しいか",-
