テストID,テスト区分,1日当りのMC/MGバックホウ技術機械経費加算額,1式当りの施工数量,日当り標準作業量,期待:S1,選択肢の適切さ確認,規格名計上
TC-001,新規歩掛,任意,任意,任意,計算結果が正しいか,,
