テストID,テスト区分,1日当りのMC/MGバックホウ技術機械経費加算額,1式当りの施工数量,日当り標準作業量,期待:S1,選択肢の適切さ確認,規格名計上
TC-001,新規歩掛,任意,任意,任意,計算結果が正しいか,"・質問名「1日当りのMC/MGバックホウ技術機械経費加算額」と表示されているが、外部設計と正しいか(文字修正)
・代価名「MC/MGバックホウ技術(暗渠排水工)」と表示されているが、外部設計と正しいか(文字修正)
・代価表の備考欄「バックホウICT建設機械経費加算額」が外部設計と正しいか(文字修正)",-
