テストID,テスト区分,日当り作業量補正(道路維持等作業効率低下),作業区分,側溝規格,基礎砕石の有無,(バックホウ 山積0.28m3)賃料長期割引の適用,側溝材料初期値区分(固定),側溝材料の単位選択,1個当り側溝長さ,選択肢の適切さ確認
TC-001,差分,1,据付,各種,有り,長期割引あり,ｍ単位の単価DBが初期値,「個」単位の材料単価,任意,"側溝規格(選択肢追加)
・「各種」と表示されているが、外部設計と正しいか"
