軸ID,軸名,種別,SitsumonNo,列ラベル,変更理由,備考,強制行ID
AX-001,運搬物種別,fix,8,運搬物種別,絞り込みで強制(vary到達経路),SitsumonKind=19,11
AX-002,不整地運搬車規格選択,fix,7,不整地運搬車規格選択,,SitsumonKind=19,
AX-003,条件選択,fix,2,条件選択,差分到達経路で開く条件(既定経路では非表示),SitsumonKind=19,
AX-004,片道平均運搬距離,fix,3,片道平均運搬距離,,SitsumonKind=17,
AX-005,代価表の選択(土砂・コンクリート・木材),vary,5,代価表の選択(土砂・コンクリート・木材),選択肢テキスト変更 / 選択肢追加,SitsumonKind=19,
AX-006,代価表の選択(セメント・鋼材),vary,6,代価表の選択(セメント・鋼材),選択肢テキスト変更 / 選択肢追加,SitsumonKind=19,
