テストID,テスト区分,運搬物種別,不整地運搬車規格選択,片道平均運搬距離,選択肢の適切さ確認,規格名計上
TC-001,差分,粘性土(m3),0.7,任意,・【外部条件 Dk=3_運搬物10m3当り代価表】の分岐挙動が外部設計どおりか（今回追加/変更された経路）,-
