テストID,テスト区分,運搬物種別,不整地運搬車規格選択,条件選択,代価表の選択(セメント・鋼材),片道平均運搬距離,選択肢の適切さ確認,規格名計上
TC-001,差分,セメント・鋼材等(t),0.7,人力荷卸し,日当り施工量(t)当り代価表,任意,"代価表の選択(セメント・鋼材)(選択肢追加)
・「日当り施工量(t)当り代価表」と表示されているが、外部設計と正しいか",-
