テストID,テスト区分,モルタル厚さ入力単位の表示切替(固定),上塗モルタル厚(1~3cm),セメント種類,モルタル配合比,期待:S1,選択肢の適切さ確認,規格名計上
TC-001,差分,cm,任意,普通,1:1,計算結果が正しいか,"・【外部条件 msk=4_配合比選択区分(大阪市)】の分岐挙動が外部設計どおりか（今回追加/変更された経路）
セメント種類(2026年新規追加)
・「普通」と表示されているが、外部設計と正しいか
モルタル配合比(2026年新規追加)
・「1:1」と表示されているが、外部設計と正しいか",・セメント種類 の規格名計上が意図通りの場所に正しく計上されているか
