テストID,テスト区分,モルタル厚さ入力単位の表示切替(固定),上塗モルタル厚(1~3cm),モルタル施工方法,セメント種類,子代価の積算方式決定(固定),期待:S1,選択肢の適切さ確認,規格名計上
TC-001,回帰,cm,任意,手間込み(子代価),普通,施工パッケージ型積算,計算結果が正しいか,・上塗モルタル厚(1~3cm) は 範囲 0 < 値 の値のみ有効（単位: cm）。範囲外を入力すると警告が出ること,-
