テストID,テスト区分,回航費の計上区分,目的地までの船員一人当りの交通費,宿泊区分,移動期間の宿泊日数,宿泊手当区分,宿泊費,作業船の選択,ポンプ浚渫船の労務,作業編成(ワッチ数),上乗り有無,選択肢の適切さ確認,規格名計上
TC-001,回帰,往復,任意,宿泊を要する場合,任意,宿泊費に朝食及び夕食に係る費用の相当額が含まれない,任意,ポンプ浚渫船,"鋼D 1,350PS型(993kW)",1ワッチ,計上する,"・目的地までの船員一人当りの交通費 は 範囲 0 < 値 の値のみ有効（単位: 円）。範囲外を入力すると警告が出ること
・移動期間の宿泊日数 は 範囲 0 < 値 の値のみ有効（単位: 泊）。範囲外を入力すると警告が出ること
・追加された代価表行と数量(数率)が外部設計に沿っているか",-
