テストID,テスト区分,施工区分の選択,条件選択,潜水士船1時間当り標準均し能力(固定),施工規模区分能力補正係数,平均捨石質量,透明度区分能力補正係数,潮待ち区分能力補正係数,水深区分能力補正係数,港湾安全対策工事区分(固定),クレーン類計上区分,クローラクレーン機械機種区分(固定),クローラクレーンの規格選択(機械駆動),期待:S3,期待:S1,期待:S2,選択肢の適切さ確認,規格名計上
TC-001,回帰,水中均し,±5cm,2.2,800m2未満,100kg/個未満,普通,潮待ち部以外,深10m未満,標準工事,クローラクレーン を計上する,機械駆動ウインチ・ラチスジブ型,40,0,,0,・運転費「潜水士船 運転」の計上が意図通りか(送り変数の変更 値変更:KG:270.0→320.0),-
