テストID,テスト区分,積算方法の選択(損料・賃料選択),単価表の単位選択,条件選択,運転日当り運転時間,供用損料に対する補正,特殊規格の補正率有無,特殊規格の基礎価格加減額有無,規格選択(損料・油圧式),期待:S2,選択肢の適切さ確認
TC-001,差分,損料(業者持ち)適用の運転単価表,1日当り単価表,油圧式1300kg級 ベースマシン20t級,任意,1,補正率なし,加減額なし,排ガス 2014年規制,計算結果が正しいか,"規格選択(損料・油圧式)(選択肢追加)
・「排ガス 2014年規制」と表示されているが、外部設計と正しいか
・規格選択(損料・油圧式) に規格名計上選択がありますが、意図通りの場所に正しく計上されているか"
