テストID,テスト区分,積算方法の選択(損料・賃料選択),単価表の単位選択,条件選択,規格選択(損料・油圧式),運転日当り運転時間,供用損料に対する補正(固定),特殊規格の補正率有無,特殊規格の基礎価格加減額有無,運転労務数量適用区分,燃料又は電力数量適用区分,損料、賃料、評価額数量適用区分,選択肢の適切さ確認
TC-001,差分,損料(業者持ち)適用の運転単価表,1日当り単価表,油圧式1300kg級 ベースマシン20t級,1300 (排ガス 2014年規制),任意,1,補正率なし,加減額なし,Tより求めた労務数量を適用,消費率と機関出力より求めた数量を適用,標準値を適用,"規格選択(損料・油圧式)(選択肢追加)
・「1300 (排ガス 2014年規制)」と表示されているが、外部設計と正しいか"
